index,index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
1447,1447,MDRAW-01448,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1982-12-23,UCLA,UCLA,ucla,Yes,80,79,W,2,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D23 [3] UCLA (2OT) W 80-79,resolved,,,,,
1448,1448,MDRAW-01449,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-03,American,American,american-university,Yes,73,71,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J3 American W 73-71,resolved,,,,,
1449,1449,MDRAW-01450,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-05,William & Mary,William & Mary,william-mary,Yes,56,51,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J5 William & Mary W 56-51,resolved,,,,,
1450,1450,MDRAW-01451,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-08,Virginia,Virginia,virginia,Yes,64,83,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J8 [4] • Virginia L 64-83,resolved,,,,,
1451,1451,MDRAW-01452,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-12,No. Carolina,North Carolina,north-carolina,Yes,71,72,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J12 [11] • at No. Carolina L 71-72,resolved,,,,,
1452,1452,MDRAW-01453,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-15,Duke,Duke,duke,Yes,67,86,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J15 • Duke L 67-86,resolved,,,,,
1453,1453,MDRAW-01454,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-19,Clemson,Clemson,clemson,Yes,80,61,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J19 • at Clemson W 80-61,resolved,,,,,
1454,1454,MDRAW-01455,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-22,Notre Dame,Notre Dame,notre-dame,Yes,68,67,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J22 Notre Dame W 68-67,resolved,,,,,
1455,1455,MDRAW-01456,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-26,Holy Cross,Holy Cross,holy-cross,Yes,55,53,W,0,,,at,OPPONENT_HOME,Worcester Centrum,Worcester Centrum,Worcester,MA,"at Worces- ter, Mass. (Worcester Centrum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J26 at Holy Cross 2 W 55-53,resolved,,,,,
1456,1456,MDRAW-01457,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-29,NC State,NC State,nc-state,Yes,86,81,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J29 • NC State W 86-81,resolved,,,,,
1457,1457,MDRAW-01458,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-01-31,Navy,Navy,navy,Yes,98,73,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J31 Navy W 98-73,resolved,,,,,
1458,1458,MDRAW-01459,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-02,Old Dominion,Old Dominion,old-dominion,Yes,87,67,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F2 Old Dominion W 87-67,resolved,,,,,
1459,1459,MDRAW-01460,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-05,Georgia Tech,Georgia Tech,georgia-tech,Yes,77,68,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F5 • Georgia Tech W 77-68,resolved,,,,,
1460,1460,MDRAW-01461,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-09,Wake Forest,Wake Forest,wake-forest,Yes,66,79,L,0,,,at,OPPONENT_HOME,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,"at Greensboro, N.C. (Greensboro Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F9 • at Wake Forest 3 L 66-79,resolved,,,,,
1461,1461,MDRAW-01462,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-16,No. Carolina,North Carolina,north-carolina,Yes,106,94,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F16 [3] • No. Carolina W 106-94,resolved,,,,,
1462,1462,MDRAW-01463,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-19,Clemson,Clemson,clemson,Yes,92,88,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F19 • Clemson W 92-88,resolved,,,,,
1463,1463,MDRAW-01464,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-21,Duke,Duke,duke,Yes,101,90,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F21 • at Duke W 101-90,resolved,,,,,
1464,1464,MDRAW-01465,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-23,Georgia Tech,Georgia Tech,georgia-tech,Yes,60,70,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F23 • at Georgia Tech L 60-70,resolved,,,,,
1465,1465,MDRAW-01466,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-02-26,Wake Forest,Wake Forest,wake-forest,Yes,83,75,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F26 • Wake Forest W 83-75,resolved,,,,,
1466,1466,MDRAW-01467,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-03-03,NC State,NC State,nc-state,Yes,67,58,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M3 • at NC State W 67-58,resolved,,,,,
1467,1467,MDRAW-01468,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-03-07,Virginia,Virginia,virginia,Yes,81,83,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M7 [2] • at Virginia L 81-83,resolved,,,,,
1468,1468,MDRAW-01469,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-03-11,Georgia Tech,Georgia Tech,georgia-tech,Yes,58,64,L,0,,,unprefixed,NEUTRAL,Omni Coliseum,Omni Coliseum,Atlanta,GA,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M11 Georgia Tech (OT) 4 L 58-64,resolved,,,,,
1469,1469,MDRAW-01470,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-03-17,Tenn.-Chattanooga,Chattanooga,chattanooga,Yes,52,51,W,0,,,unprefixed,NEUTRAL,The Summit,The Summit,Houston,TX,NCAA Tournament,,NCAA_TOURNAMENT,Play-in,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M17 [15] Tenn.-Chattanooga 5 W 52-51,resolved,,,,,
1470,1470,MDRAW-01471,maryland,2025-26_record_book_all_time_results,1982-1983,1983,1983-03-22,Houston,Houston,houston,Yes,50,60,L,0,,,unprefixed,NEUTRAL,The Summit,The Summit,Houston,TX,NCAA Tournament,,NCAA_TOURNAMENT,R32,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M22 [1] Houston 5 L 50-60,resolved,,,,,
1471,1471,MDRAW-01472,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-11-26,Johns Hopkins,Johns Hopkins,johns-hopkins,No,108,65,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N26 [8] Johns Hopkins W 108-65,resolved,,,,,
1472,1472,MDRAW-01473,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-01,Ohio State,Ohio State,ohio-state,Yes,68,72,L,0,,,unprefixed,NEUTRAL,Brendan Byrne Arena,Brendan Byrne Arena,East Rutherford,NJ,"at East Rutherford, N.J. (Brendan Byrne Arena)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D1 [6] Ohio State 1 L 68-72,resolved,,,,,
1473,1473,MDRAW-01474,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-03,Canisius,Canisius,canisius,Yes,77,55,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D3 [6] Canisius W 77-55,resolved,,,,,
1474,1474,MDRAW-01475,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-06,Penn State,Penn State,penn-state,Yes,67,58,W,0,,,unprefixed,NEUTRAL,Hershey Park Arena,Hershey Park Arena,Hershey,PA,"at Hershey, Pa. (Hershey Park Arena)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D6 [11] Penn State 2 W 67-58,resolved,,,,,
1475,1475,MDRAW-01476,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-10,Duquesne,Duquesne,duquesne,Yes,78,67,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D10 [11] at Duquesne W 78-67,resolved,,,,,
1476,1476,MDRAW-01477,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-14,UMES,Maryland Eastern Shore,maryland-eastern-shore,Yes,104,69,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D14 [9] UMES W 104-69,resolved,,,,,
1477,1477,MDRAW-01478,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-24,Boston College,Boston College,boston-college,Yes,89,76,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D24 [8] [6] Boston College W 89-76,resolved,,,,,
1478,1478,MDRAW-01479,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-29,Randolph Macon,Randolph Macon,randolph-macon,No,58,52,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,"Maryland Invitational at College Park, Md. (Cole Field House)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D29 [6] Randolph Macon 3 W 58-52,resolved,,,,,
1479,1479,MDRAW-01480,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1983-12-30,La Salle,La Salle,la-salle,Yes,96,83,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,"Maryland Invitational at College Park, Md. (Cole Field House)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D30 [6] La Salle 3 W 96-83,resolved,,,,,
1480,1480,MDRAW-01481,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-04,NC State,NC State,nc-state,Yes,59,55,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J4 [5] [12] • at NC State W 59-55,resolved,,,,,
1481,1481,MDRAW-01482,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-07,William & Mary,William & Mary,william-mary,Yes,58,44,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J7 [5] William & Mary W 58-44,resolved,,,,,
1482,1482,MDRAW-01483,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-12,No. Carolina,North Carolina,north-carolina,Yes,62,74,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J12 [5] [1] • No. Carolina L 62-74,resolved,,,,,
1483,1483,MDRAW-01484,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-14,Duke,Duke,duke,Yes,81,75,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J14 [5] • at Duke W 81-75,resolved,,,,,
1484,1484,MDRAW-01485,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-17,Clemson,Clemson,clemson,Yes,85,72,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J17 [7] • Clemson W 85-72,resolved,,,,,
1485,1485,MDRAW-01486,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-21,Old Dominion,Old Dominion,old-dominion,Yes,69,58,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J21 [7] at Old Dominion W 69-58,resolved,,,,,
1486,1486,MDRAW-01487,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-28,Notre Dame,Notre Dame,notre-dame,Yes,47,52,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J28 [5] at Notre Dame L 47-52,resolved,,,,,
1487,1487,MDRAW-01488,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-01-31,Virginia,Virginia,virginia,Yes,67,66,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J31 [10] • at Virginia W 67-66,resolved,,,,,
1488,1488,MDRAW-01489,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-04,Georgia Tech,Georgia Tech,georgia-tech,Yes,70,71,L,2,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F4 [10] [18] • at Georgia Tech (2OT) L 70-71,resolved,,,,,
1489,1489,MDRAW-01490,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-08,Wake Forest,Wake Forest,wake-forest,Yes,87,90,L,0,,,unprefixed,OPPONENT_HOME,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,"at Greensboro, N.C. (Greensboro Coliseum)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F8 [13] [14] • W. Forest (2OT) 4 L 87-90,resolved,Official Maryland 1983-84 schedule classifies the Wake Forest game at Greensboro Coliseum as away; venue geography alone was not used.,,,,
1490,1490,MDRAW-01491,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-11,Duke,Duke,duke,Yes,84,89,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F11 [13] • Duke L 84-89,resolved,,,,,
1491,1491,MDRAW-01492,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-13,Dayton,Dayton,dayton,Yes,61,59,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F13 [13] Dayton W 61-59,resolved,,,,,
1492,1492,MDRAW-01493,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-18,Clemson,Clemson,clemson,Yes,66,65,W,3,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F18 • at Clemson (3OT) W 66-65,resolved,,,,,
1493,1493,MDRAW-01494,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-19,No. Carolina,North Carolina,north-carolina,Yes,63,78,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F19 [1] • at No. Carolina L 63-78,resolved,,,,,
1494,1494,MDRAW-01495,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-23,Georgia Tech,Georgia Tech,georgia-tech,Yes,79,74,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F23 • Georgia Tech W 79-74,resolved,,,,,
1495,1495,MDRAW-01496,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-26,Wake Forest,Wake Forest,wake-forest,Yes,90,79,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F26 [15] • Wake Forest W 90-79,resolved,,,,,
1496,1496,MDRAW-01497,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-02-29,NC State,NC State,nc-state,Yes,63,50,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F29 [19] • NC State W 63-50,resolved,,,,,
1497,1497,MDRAW-01498,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-03-04,Virginia,Virginia,virginia,Yes,74,65,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M4 [19] • Virginia W 74-65,resolved,,,,,
1498,1498,MDRAW-01499,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-03-09,NC State,NC State,nc-state,Yes,69,63,W,0,,,unprefixed,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M9 [14] NC State 5 W 69-63,resolved,,,,,
1499,1499,MDRAW-01500,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-03-10,Wake Forest,Wake Forest,wake-forest,Yes,66,64,W,0,,,unprefixed,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M10 [14] [19] Wake Forest 5 W 66-64,resolved,,,,,
1500,1500,MDRAW-01501,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-03-11,Duke,Duke,duke,Yes,74,62,W,0,,,unprefixed,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,Championship,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M11 [14] [16] Duke 5 W 74-62,resolved,,,,,
1501,1501,MDRAW-01502,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-03-17,West Virginia,West Virginia,west-virginia,Yes,102,77,W,0,,,unprefixed,NEUTRAL,Birmingham Coliseum,Legacy Arena,Birmingham,AL,NCAA Tournament,,NCAA_TOURNAMENT,R32,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M17 [11] West Virginia 6 W 102-77,resolved,,,,,
1502,1502,MDRAW-01503,maryland,2025-26_record_book_all_time_results,1983-1984,1984,1984-03-22,Illinois,Illinois,illinois,Yes,70,72,L,0,,,unprefixed,NEUTRAL,Rupp Arena,Rupp Arena,Lexington,KY,NCAA Tournament,,NCAA_TOURNAMENT,Sweet Sixteen,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M22 [11] [6] Illinois 7 L 70-72,resolved,,,,,
1503,1503,MDRAW-01504,maryland,2025-26_record_book_all_time_results,1984-1985,1985,1984-11-23,Kansas,Kansas,kansas,Yes,56,58,L,0,,,unprefixed,NEUTRAL,,,,,"Great Alaska Shootout at Anchorage, Alaska (Sullivan Arena)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N23 [19] Kansas 1 L 56-58,resolved,,,,,
1504,1504,MDRAW-01505,maryland,2025-26_record_book_all_time_results,1984-1985,1985,1984-11-24,Ala.-Anchorage,Alaska-Anchorage,alaska-anchorage,No,54,52,W,0,,,at,OPPONENT_HOME,,,,,"Great Alaska Shootout at Anchorage, Alaska (Sullivan Arena)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N24 at Ala.-Anchorage 1 W 54-52,resolved,,,,,
1505,1505,MDRAW-01506,maryland,2025-26_record_book_all_time_results,1984-1985,1985,1984-11-25,Tennessee,Tennessee,tennessee,Yes,72,49,W,0,,,unprefixed,NEUTRAL,,,,,"Great Alaska Shootout at Anchorage, Alaska (Sullivan Arena)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N25 Tennessee 1 W 72-49,resolved,,,,,
1506,1506,MDRAW-01507,maryland,2025-26_record_book_all_time_results,1984-1985,1985,1984-12-01,West Virginia,West Virginia,west-virginia,Yes,56,47,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D1 West Virginia W 56-47,resolved,,,,,
1507,1507,MDRAW-01508,maryland,2025-26_record_book_all_time_results,1984-1985,1985,1984-12-05,Cleveland State,Cleveland State,cleveland-state,Yes,95,84,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D5 Cleveland State W 95-84,resolved,,,,,
1508,1508,MDRAW-01509,maryland,2025-26_record_book_all_time_results,1984-1985,1985,1984-12-08,Alabama,Alabama,alabama,Yes,59,54,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D8 at Alabama W 59-54,resolved,,,,,
1509,1509,MDRAW-01510,maryland,2025-26_record_book_all_time_results,1984-1985,1985,1984-12-11,Ohio State,Ohio State,ohio-state,Yes,76,73,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Cole Field House,Cole Field House,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D11 Ohio State W 76-73,resolved,,,,,
